root_id,position,supervoxel_id
720575940633642744,[512616 126168  36320],79448030230701493
720575940632490255,[660684 230300 202960],81983023545474775
720575940629820239,[394388 201336 225720],77408574204782116
720575940621586473,[429484 324824 159800],77973585541036141
720575940634599269,[729724 177620 168120],83178398775705309
720575940621183587,[726504 184908 161880],83108167403855541
720575940610075029,[715628 198732 144920],82897267329168180
720575940615834086,[718144 197292 143920],82967636006918587
720575940623105306,[500200 118808  42960],79236786626333521
720575940629287484,[380088 207512  69600],77127236196544603
720575940626337555,[412912 177564  78040],77689636394720259
720575940629836793,[553876 289440  32840],80154466451787760
720575940619358885,[509368 348868 250040],79381373076531131
720575940612708374,[354520 153788 138400],76704061860677473
720575940643127319,[731076 176328 165280],83178398775590236
720575940632912575,[736860 168748 178920],83248630081308270
720575940622224553,[465920 288420  39520],78606285360537698
720575940628023296,[714996 205072 147960],82897404768226626
720575940628303114,[725476 187784 149200],83108236122900246
720575940621773406,[409364 175128  79000],77689636394741823
720575940619577014,[716272 188828 162560],82897129890859111
720575940632746391,[722380 186064 140560],83037798592574604
720575940622644371,[405256 183148  76200],77619405089461030
720575940623778960,[324468 179384 173600],76211961821766608
720575940617102715,[729872 179716 159560],83178467428513467
720575940619731334,[323588 184908 163280],76212030474463633
720575940629985849,[720196 191720 139400],82967567287314405
720575940621710826,[737016 171720 172720],83319067544754496
720575940610228186,[505308 132524  40840],79307361462096231
720575940619519092,[532396 334152 241640],79803310596979507
720575940630365771,[705200 270068  64200],82757766522995504
720575940613676202,[408908 178268  80520],77619267650615838
720575940612062426,[432868 293708  60800],78043472913151321
720575940629249783,[357152 172024 204480],76774774403675149
720575940613118826,[427568 314380 197600],77973448236164791
720575940618427156,[623140 340408 152320],81351560139205618
720575940621159181,[519012 130912 150320],79518468097181108
720575940613817110,[442532 246052 222280],78253755049003031
720575940618729350,[492932 366904 146840],79100172642178721
720575940631576546,[717832 199212 147520],82967704792888356
720575940606656288,[382388 176580  86880],77197055252182974
720575940612841874,[724036 183576 175960],83037798726565923
720575940616337181,[720112 185740 175640],82967429982384984
720575940622326089,[722512 186868 176240],83037798726583233
720575940630674682,[736204 167260 176320],83248630081207752
720575940610327538,[732544 175296 168440],83178398775718332
720575940624243006,[719520 197560 149520],82967636073509578
720575940624863015,[421124 288304  55720],77832229241342223
720575940651208694,[731764 176500 183800],83178398776280766
720575940620144763,[660360 220136  34320],81982885569226100
720575940629616092,[637840 246004  49600],81561085488212215
720575940621132894,[721704 159316 120880],83037386208619915
720575940640676925,[729680 336296 172440],83181078835429307
720575940635116569,[403920 261936  68160],77550342015047976
720575940619155995,[539200 316220 183240],79873404262057544
720575940623902029,[729480 177556 182360],83178398776223194
720575940610396258,[630904 227668 206840],81490373683294146
720575940626199562,[555448 297376  46240],80154535238234302
720575940636887524,[514648 121840  49280],79447961578604638
720575940634248559,[638908 218504 215680],81630973732992639
720575940615966943,[629596 307956 162760],81421379127886188
720575940624219011,[664252 304788  88600],82054628904301650
720575940629657192,[670140 300160  79240],82124928862286113
720575940623368906,[404764 245568  69880],77550067137172826
720575940627174247,[339884 253884 105440],76494673547500821
720575940634126949,[339744 251388 101040],76494604761159748
720575940629954724,[336676 250888 100400],76424236016824506
720575940641400224,[339908 256620 103080],76494742266898496
720575940613943413,[346464 256992  98040],76565110944321376
720575940620242000,[615120 157956  31600],81207729871460184
720575940615137681,[393008 239124  62880],77409192209637419
720575940649911286,[339512 250160  96400],76424236016689558
720575940627357713,[613604 165396  29240],81137498566235840
720575940631737887,[178672 219348 207720],73679305640615855
720575940625226506,[651008 219052  37440],81842079361559743
720575940621009904,[735524 227852 221200],83249661007679919
720575940623779327,[728816 157740 106920],83178054976886252
720575940621705298,[752368 215228 210360],83530861106140006
720575940614801055,[351020 201528 201120],76634517951510619
720575940619615770,[629004 214604  51480],81419798244151384
720575940637387098,[607132 277784  14960],81069053900323333
720575940614437462,[341456 190692 101080],76493573968665615
720575940617333976,[399112 185488 213160],77478668070598486
720575940632228433,[663280 249292  96680],82053735551348222
720575940623787495,[340872 258564 100200],76494742200047525
720575940639465075,[520240 139396  43000],79588973944605421
720575940608763512,[486840  86444 140040],78954762162786935
720575940623636714,[423008 137976  67880],77900124151559836
720575940654401441,[374088 296348 137160],77058310763215984
720575940623802298,[392396 298060 133200],77339854459273262
720575940621765846,[576296 296548  47920],80506378959256072
720575940640278387,[707048 126836 161640],82755361610225745
720575940621109696,[429468 182492  47440],77971180023434595
720575940619506881,[368608 290340 133080],76987873299408535
720575940633399213,[282876 262936 117680],75509648567969450
720575940632122464,[630740 270308  32480],81491128993812645
720575940612938645,[420352 267340 218440],77831886181217067
720575940617931166,[658664 131232  65040],81911005130664109
720575940621501183,[703320 230252  82880],82686710651081617
720575940607828658,[631788 212076 208520],81490167524917812
720575940610359758,[390588 180284 217160],77337861862912469
720575940615635037,[672784 231932  31040],82194129240506116
720575940620793584,[621280 195400  48360],81278785877765203
720575940641149429,[341644 169496 131960],76493230505775413
720575940640714192,[721288 199872  85040],83038073335741404
720575940617736166,[524760 137788  35000],79659342621762188
720575940629777018,[624696 245636 212200],81349979792505700
720575940629211847,[647764 192872 190320],81771298837229245
720575940648370308,[338148 213760 101800],76423617541542514
720575940614935859,[428112 331844 118360],77973722845565504
720575940635723887,[374008 305400 139760],77058448201953648
720575940617362772,[664100 238184  28800],82053529191105400
720575940621146771,[369772 303244 138720],76988079457741682
720575940613552947,[383032 196528 211120],77197399252255759
720575940627929820,[679112 220388  37080],82264360545850794
720575940617952034,[652408 174120 197240],81841323984237339
720575940619834863,[707228 237020  55320],82757216700214052
720575940608755042,[663440 233376  36160],82053460471889214
720575940619937374,[701496 229988  49200],82686710516915523
720575940628169219,[361444 173616 204760],76845143147834572
720575940644506222,[387152 220112  67160],77268179843509609
720575940625786600,[641516 216444  42840],81630973195827895
720575940619623407,[432804 208776  65920],78042029870983659
720575940609291214,[387832 296720 145440],77269417062422733
720575940629211960,[389996 295868 133560],77339785739793017
720575940615769634,[399312 305080 159000],77480660734381186
720575940619679356,[384844 305744 149080],77269623220950971
720575940618225030,[380956 299700 140840],77199116971135010
720575940627346476,[388104 297552 148520],77269485782008099
720575940630258003,[376728 296800 140280],77128679507508461
720575940619302640,[411384 188840 214680],77689843022667869
720575940609754926,[726332 179744 110200],83108098549799309
720575940611604776,[382096 293840 138160],77199048251576166
720575940612193682,[379748 304048 146120],77128817013035237
720575940633044634,[379768 302820 140080],77128816946170283
720575940624134296,[374900 299188 133400],77058379482502405
720575940624480028,[380952 214320  70280],77197673660338410
720575940613788859,[380724 296032 142280],77199048251729324
720575940627218882,[373972 297340 123000],77058310695905298
720575940629244357,[375688 218932  73240],77057004891419955
720575940602120928,[366712 223728  76000],76916336122486546
720575940617034398,[374896 220508  70720],77057073610860571
720575940637755507,[665128 225964  33480],82053323032806045
720575940613034602,[366140 220000  79080],76916336122607229
720575940633605068,[598548 310172  46080],80928866302114048
720575940609996773,[375384 215904  74040],77057004891453565
720575940641626056,[394768 202436  76320],77408573734817152
720575940624666245,[421016 202444  82440],77830786200096167
720575940635520489,[411268 199796  81240],77690048711741668
720575940625778428,[416644 201012  83160],77760417522337981
720575940628869391,[418680 196876  85640],77830717547115301
720575940621429757,[627292 214020  56240],81419798244310186
720575940632192676,[522700 143128  35200],79589042597102227
720575940618902326,[727312 145680 110200],83107480074216266
720575940640992731,[414156 193272 210880],77760280486210056
720575940620910774,[375292 293428 131280],77058310763009837
720575940613502786,[618760 158728  35120],81278167335227414
720575940632871322,[615192 151072  38440],81207661152197609
720575940617618137,[535912 320912 251600],79803104505309246
720575940606722662,[658696 304520  99600],81913891416370357
720575940630799059,[494852 107572  45240],79095842979632701
720575940626579333,[687312 249756  42640],82405579137578281
720575940609880900,[354060 160152 153360],76704199366499469
720575940619610294,[591828 149736 194280],80785380504618208
720575940625599208,[605768 188992  22160],80997173394736911
720575940630812663,[422696 219624 224840],77901430291900152
720575940619960325,[640428 213612  41920],81630904476309860
720575940631109858,[634688 216000  47120],81560604451785781
720575940624481674,[690076 240056  39200],82475741656191742
720575940616388575,[477404 174256 218640],78815468051771924
720575940606202891,[320600 158108 203640],76141180828155127
720575940612291426,[593856 161724 209440],80855955474152499
720575940612409494,[665620 323332  96360],82054972501962925
720575940630297292,[420236 319748 157640],77832779333101866
720575940629988099,[630324 196236  24880],81419523298783948
720575940633223052,[377596 305240 139440],77128816946144064
720575940628719375,[407652 190424 209640],77619474278328772
720575940625990500,[594468 185380 183520],80856367657286684
720575940611401709,[412268 188888 209800],77689843022505233
720575940621457079,[695408 165192 187360],82544873986724787
720575940617869339,[591588 171056 203280],80785792821766492
720575940623621157,[689836 158440 184560],82474436456595473
720575940624875018,[700836 162136 177120],82685542688816127
720575940615613095,[685124 309492  88800],82406541344648163
720575940603012832,[667504 303164  72440],82124997581509469
720575940625082969,[468300 195376 209680],78675142879952544
720575940621662332,[545324 358140  99560],80014828676519667
720575940629017591,[406056 179068 212000],77619336839424077
720575940623411277,[580740 118600 170120],80573793168521901
720575940620723126,[371976 187160 210120],76986155580736593
720575940634828462,[707824 122528 141680],82755292823616852
720575940618048724,[340444 165464 223960],76493162055127128
720575940637051325,[339420 160828 222600],76422724591389061
720575940630957509,[347488 172136 216080],76563668237973816
720575940632093132,[335972 161400 218080],76422724591267221
720575940629414201,[319876 156248 206600],76141180894670527
720575940624612280,[664300 258020 181560],82053873258827026
720575940612678637,[640740 292208  47280],81632210146580764
